text,is_noisy_text
вышел подкаставтор иностранный путник котомкой через плечо початый круг сыра через седло каурой лошадки свисает микрофон толкуем про вьетнамскую войну будто мало разбираем пермский фольклор суемся родоплеменное общество дабы понять каких моментах там лучше жить мобилизации тотальная войнаи обычно сотни всяких сказичек побасенок попасть закрытый канал отрывками книг чат получать подкаст,True
сейчас главное бухтеть страны выезжать оставаться месту прописки чемоданчик мыльнорыльными около двери прямо сейчас каналам прошла инфа знающего человека минобороны призовут максимум пару процентов резерва отправят тыл охранниками склада чисто смены через кпп сидишь телефончике сериалы смотришь пицца подъехала кватро формаджи понятно колбаса уставшая платишь полцены откуда бабки пиццу опять инфа человечка оклады положат сытные ипотеку пока паузу алименты нахуй вообще идут пойдет мужики фронт всётаки слипбокс аллее славе зарезервирован обещали среднюю зп стране тысяч обещанное сбывается мужикино опятьтаки главное сейчас разводить суету мобилизация частичная временная безопасная кайфовая горькосладкая привкусом ментолового дыма вернешься героем зумерши твои портянки заворачиваться топовый шмот главное драпать речей разводить начальство доставать сейчас тяжелее знающий человечек намекнул почти никого убьют убьют общепризнанная мировая практика помирать ничего экстраординарного тут сопеть обиженно власть,True
советую знать вселенной батя хорь пока какойнибудь художник набрасывает холст закат над стамбульской мариной вселенная спокойно чиллит плетеном кресле сигарой бокалом односолодового самодовольный художник горделиво восклицает творец фигура вселенная усмехается вспоминает создала законы физики затем газовый гигант миллиардов лет крутила галактике замариновался собственном гелии космической пыли слепила планету изобрела воду всякие газы рнкмолекулу спустя миллиарда лет появляется обезъян имени художник поймал гордого возомнил невесть запутался давай другого угла пропишу расклад собрались малыши перекрестке фантазируют мол батя переплюнет провода подкинет дворнягу выше крыш сплясать тарантеллу дорожной пыли нихуя видно часа полтора коты расчихаются потом деле приходит чейто хмурый батя шутя пляшет тарантеллу перехаркивает провода швыряет чертову дворнягу выше третьего этажа мезонин дети открывают рты можно былоотец пришел отсюда смирение библейское неприятие гордыни ветхом завете именно пример должен скотоводы бронзового века знали космоса суть осознали вокабуляра хватило всегда помни лишь описываешь создаёт господьгосподь водит твоей рукой воскресной школе линейкой вихры вбивали намертво спасибо протодьякону хорошо научил,True
жизнь сути аренда молекул родился пиздюк напитался через плаценту веществами через мамкино молоко натрия фосфора хапнулдальше кашку котлетку яичко протертое через ситечко кальций б значит взрослеет человек постоянно молекул подбирает ртути через тунца работе выгорел магний б пропил пришла пора помирать извольте молекулы сдать сыру землю свет конце тунеля спрашивают известно стоит вахтерша вестибюльная шали вязаньем под опись складирует молекулы ящичек деревянный,True
почему исконные мужики пидоров котируют ответ время лежал поверхности никто поднял внимание ответ мужик день дсп возился стружка под ноготь ушла мозолью покрылся древний ящер лицо выгорело забелобрысело кожа багрянцем налилась мужик домой пришел корешам набрал собрался курултайчик астраханская рыбешка койкакая разливное диванам расселись подопьют давай тетешкаться братишка хуйню защекочузастрекочу попробуй ухо отгрызу собачью плошку сплюну басой сейчас заборем партере линолеуму повозим нагого вятских полянах возить слышь трактор блять подставляй жопу мухобойкой сейчас под клеточку размалюю синякомсмотришь состязание началось братишкам свойственно друг друга прижать придавить ощутить мощь братскую южных регионах маслом намажутся клин войдут массаж братский знаешь без ласки наоборот локтем артерию передавят кулаком позвонкам треску аж хрусталь шифоньере дребежжит ухают кряхтят мужики больно хорошо мужикам телесный контакт важен братишка пойду бизнес делать бицепса твоего щупал дед танкистом сокол второй мировой вермахт траки наматывал сослуживцев губы целовал важно понять без пидорства наималейшего просто мужицкое братаниетак голубой эры первородного гомогреха мужики валялись голыми вповалку боролись руках тискались потом пришел ученый пидор очках показал мужики сосаться лизаться изливать неплатонические чувства даже ночи заправлять очко колбасного мужик ошалел детские представления мире растоптаны блядской туфелькой теперь лечь пузом братановское лицо заради прикола знаешь мужики сосать друг другу членыв разгар самой искренней кутерьмы травит мысль,True
самый злобный бешеный ночной черт олелукойе вообще детские сказки расшатали психику мужичок корчующий куст смородины например гусилебеди нейросетка карающих дронов догоняющая хорошую девочку братцем никто знает зачем гусилебеди преследуют ребят профит гусейлебедей морали правил игры договороспособны субъектны орудие бабыяги потный похмельный кошмар преследования родившийся февральскому печному угару лохматой башке какогонибудь деревенского сказителя тамбовщины русский воплощенный страх бывало температуришь маленький боишься опустить глазки угол комнаты маменьку удержаться демон силен спустя пару секунд невнятных сумрачных очертаний подсвечивается желтым уличным фонарем рожа архидемона корчится твою душу отдай матушку самый злобный бешеный ночной черт олелукойе потому рядится под добренького ходит со снотворным виде сладкого молочка отправляет детей наркотический сон раскрыть над зонтиков первый цветной калейдоскоп вел хорошовторой погоди определяет критерии хорошего поведения какойто мутный ночной нетопырь типу домового ли китайская социальная система рейтинга порция маковый молочко ласковый сновиденьеу олелукойе брат раскрывает над детишками третий зонтик зонтик без сновидений под шатром плавится небытие брат смерть большому счету бес кормит детей лютыми седативами типу барбитуры второй забирает навсегда охуеть семейка истории без позитивного подкрепления делать гусями ночными демонами решительно непонятно лучше мишкину кашу носова почитать там мораль проста два юнца проебали кашу неопытности пали голодной смертью здравое зерно плюс будущее наукаили незнайка луне денежек ресторанов инвестировал соляного бизнеса пошел колесо крутить пояс воде замутил бизнес левыми пассажирами касса разорена сорочье гнездо чисто татуировок менеджера никакой психопродуктивной ночной жути разойдись рязань оквэд гуляет нахуй,True
ничего глупее бабы выставляет скриншоты странных мужчин тиндера,True
рекламище великоепутешествия очумелые инстаграмбллокашки потрясный локалстритфуд клёвый нетворкинг сказала юлька шебякинано пустить кровь лица прибавляю назидание подняв палецдело тбилисиверный взял такси самый спальный районов воркетели даже молекулы кислорода там дремали подложив атом под голову вайб района погибель леденящая душу тоскаа надо большой охотник нафоткать нуара смотрю мужичок метро стекло режет деньги щелк пошёл гляжу крадется лисица зимней мышьюя ускорился тожекричит вслед удаляй машет стеклорезомпришлось уходить дворами собственно локашек накидать полные гуглкарты кэшу телефоне хватитбудет подборка топ мест где можно элегантно брызнуть кровью оставить зубы заплеванном тротуареу приложения путешествий существенный минус отсутствие спискав остальном ребятки хорошиболее миллионов русских зарубежных отелей базе можно прежнему платить отечественными картами кэшбеки скидки каждом шагу зазывалы истикляле стамбулевот приложение где малина канал собирают новости путешествиям,True
название дурацкое зато подкаст славный,True
русским надо просто свергнуть диктатора сказал красавецфранцуз накручивая локон палец тбилисских баров мнение попросту бояки передадите ледяной бокал расскажу боролся диктатурой году коммун муниципального совета завелся червь активисты опубликовали формуляр советник деньги округа закупил членам администрации новые фонарики велосипеды вместо положенных люменов оформлен тендер лампочки мощностью люменово арондисман забурлил утра подтянули баррикады полностью перекрыли движение через рю перье вышли плакатами,True
ебаться лучше книжку почитать богу нахлынуло полуночное,True
басян прав сейчас нормальное поколение растет просто маленькие гляди нулевые вылупился там нелюди облипочку улыбочки сладкие нравы гадливые кошки глаза мяучит глаза кладовую серит западом покрыло поганую эпоху ельцина радиацией нафонило нацпредательство настоящее поколение позже там близко союзу люберской дух там проклевываетсямалой подходил намедни тэквондо просил отдать интересовался пальцем кирпич треснуть кино брюса ли увидел сейчас западное гомовство уходит рынка капитально минус ургант минус макдаки плюс юная гвардия плюс пионерские галстуки умножаем зарницу делим количество областей включая белорусский округ получается нормально жить можно поверишь басян малой понятиями интересуется мазловать шмоне спрашивает вчера дк шли увидали крашеного проколотого дылду лярвой вокруг парит малой дед можно петуха погнать вдоль реки,True
вчера жары чуть обмяк стойкий кожаный солдатик июльский подкаст выпускаю срокпока щелкнули,True
индуистской традиции баба несубъектна просто магический светильник подсвечивает ухабы мужском пути баба вдохновляет мужика творчество торговлю мехами специями баба одевается провокационно типу блядушечка мужик схлестнулся волчатами круглосуточки развил лучшие качества воинакшатрии баба статична никакова помирает муж ну бабе костер пора отслужила дембельнулась таков индуизмто ли дело инстаграмизм инфлюэнсерши колдовали закрытых профилях над разрывными письменами изобрели индуизм баба вновь несубъектна задача вдохновлять мужчину кормиться навдохновляла бабы откинули суфражизм симону де бовуар нахуй послали взамен достали пыльного чулана генетической памяти древние технологии индуизма,True
живет эдакий человечекшопенгауэра начитался вышел балкон смотрит всполохи тэца зимнем небе думает,True
собрались както поилкифонтанчика двоекошка спросила собаку домашняя дикаясобака ответила домашняя плане собаке место теплом половичке хозяйская рука должна ласкать круп кормить наилучшими кормами дикая смысле драть рюши бахрому диваны зубами прокусывать насквозь обосраться прокатиться жопой ковру волчиные замашкиа домашняя дикаякошка ответила домашняя плане ебать разведи огонь камине свет пригаси услышишь мурчание мех первоклассный раскрывается телятинке покое дикая смысле воробьи совсем страх потеряли ежжи ноги тоже права имеют голыми ногастыми шырк драть драть сукровицуя потомок анатолийских тигров усипуси отпрыск мартышкиприжались друг другу кошка собакою пошли приобнявшись будто мушкетеры громить человеческую хату черносотенцы муха под потолком звенела споймали заиграли опосля схавали,True
собрались кафетерии двоебаба спросила пацана феминист патриархалпацан ответил феминист плане женщина самостоятельная экономическая единица поэтому пусть платит ебучий греческий салат патриархал смысле женский мозг меньше мужского поэтому пусть слушается почитает тыбаба ответила феминистка плане решаю чьё такси сесть какое свиблово уехать пороться пьяненькой ведь равноправный человек патриархалка смысле мужчина должен вкладываться отношения финансово нести ответственностьпод потолком звенела мухавот поговорили,True
бежит русский человек отчаянно волна нимтекёт крым красная армия крыма константинополь оттуда париж мало запахло рейхом русский человек вновь навострил пяточки теперь южную америку притаился урагвае хорошо лиходеит памперо навевает тревожные мысли завтра родина совершит ядерный удар красный пепел осядет седые головы надо бежать дальше дальше некуда можно вышеколотит русский человек батут тактный мотор антигравитационную пушку отправляется весельной лодке вверх финальный круг орбите над планетою попрощаться родиной уронить последнюю слезинку волгу потом резко вверххорошо напиться космосе чаю нуле градусов самовар кипит баранки космосе плесень портит люльку дитем раз качнул солнышком вертитсячерез пару месяцев пути русская экспедиция достигает луны немного поспорят где ставить колониюморе ясности залив радуги море кризисов умоляю господа вспомните бежалив итоге обчество разделилось первая группа обосновалась заливе любви вторая заливе согласия между мост трех балках поставлен городничий порядку большеи пошли бахчевые заколосилась шестиметровая пшеница под навесами пещерах устроили амбары радиации постановили носить женщинам шаль радиопротекторами мужчинам элегантный экранирующий картузи собирается молодежь завалинке заводит песни видно лишь открывают русские люди рот морозе оттуда ничего каждый знает песня знание крепит общину сидят двое стога милуются под голубым светом земли любишь адуляр достанешь вов почему земли бежалиа заведут чехарду заскачут кузнечиками кричит лишь федотовна,True
подкаста месяце будетсказал володька чупин тут закрыл голову руками зачем ребята тотчас схватили упаковали ковер сели сверху пировать монголы повод пира следующий июньский подкаст вышелтолкуем про рынок секса македонскую империю австралийскорусское вневременье топ лучших жирафни казани вальсируем тысяче смеемся утираем слезы ссылка ютубвыпуск роскошным видеорядомреклама бксинвестициичтобы ворваться закрытый канал книгамипатреон иностранных господбусти русских витязейссылки выпуска маленький плохой заяц константин михайлов александр македонский фриц шахермайер бытовой ролик над надо поразмыслить тут смотрите задернутыми жалюзи дерутся пьянствуют кричат матом через дней видео удалитсякому удобно подкаст можно слушать яблочная музыкагугл подкастяндексмузыкавсякие советы рекомендации также предложения идеи просьба слать следующий подкаст конце июля,True
рекламище великоевалерка мамелодин лежал ванной пиджаке плакался богам,True
помню институте обитала курсом младше баба имени гузеляи масти ошарашеннойиначе скажешь отвори прямо сейчас глаза максимум широты пока мышцы века начнут трещать арбуз задержись состоянии минут потом послушаюбытие определяет сознание поэтому мировоззрение бабы тоже ошарашенным обычных людей саундтрэк жизни тишина там макс корж какой играет полузамьюченный звук помех радио максимум башке орет шшшшшш нахуй шшшшшбыла баба тусовщица дневнаяэто значит пила курила ебласьходила чисто капустники студенческие квн всякую хуйню типу танцев коридорах со здоровалась рукой махала позитивом вечера домой торопилась автобусе дома чай очпочмаками пьетглубоких мыслей бабе водилось чисто эмоциях жила увидит знакомого,True
русское кладбище рождает эмоции тоска брезгливость томление неизъяснимая сладостьэто пицца сыра про могилы набросаю пожалуй сегодня немножко без структурыесть русского человека душе веревочка тянется мрак дохристианской руси потяни веревочку полезут глубин души ярило деревянные истуканы мокоша куском сырого мяса зубах русалки лешие прочая сволочьиначе объяснить развлекательные комплексы строит русский человек могилахдействует наркотик подсаживаешься медленно верносначала засыпешь площадку мраморной крошкой баленсиага разъезжалась суглинке потом приценишься памятнику соорудишь койкакую оградкупосидеть надо ну скамейка спина устает давай спинку приделаем мягкушку койкакую под жопу столик надо весу чекушку держать родительский день понесловыбирается отныне давид строитель могилу каждый выходнойглядишь навес освещение койкакое зона патио готовится кальян яблоке шкворчит танцплощадку надо обустроить вдруг майский ветерок сдует хмельную хмарь пригонит место экзистенциальное озорство тоже свойственно русакуну танцы без светомузыкипойдем знакомиться соседними могилами стоит кладбище чад кутежа надрываются колонки навис шашлычный духан над погостомрусь гуляет братцы прячь топорыи окажется какойто момент могильный комплекс поуютнее квартиры стали перед людьми горделиво возвышается посреди ноября таджмахал псковского покрояпридешь субботу постучишь памятнику,True
возьми трехногую табуретку присядь гденибудь под тополем почитай миф про долготерпение короче утомился тимати шаламе жизни роскошнойустал старлеток хуя снимать мозельское вино пить обессилел лицемерия агентов лжи продюссеров дармового кокаина ссыпают голливуде актерам лоханки лошадямвзял тимати шаламе билеты брянск летел маршруту еблебогатск москва брянск там циане хату снял фокинском районе аэропорта двух маршрутках доехалнормальнорасположился тимати шаламе комфортом немножко правда обварился ванной колонка коцаная вечером шел бульвару гагарина сижкой зубах думает сейчас скадрю нормальную девчонку без западной припизди сжв всякого ведь тимати шаламе проблем возникнуть должно подошел отшила второй отвернулась третья правду сказала,True
рекламище великоехотите научу приёму заходишь вечером кухню прислоняешься стеночке жене коробку миндальных эклеров,True
политика идентичностей сломалась антохе капитонове,True
ж господа рассказать ли где наебали два гроша мякинене знаю откуда пошла наёбка суть таковаприняв твой заказ официант предлагает выбрать напитки,True
русские литературоцентричная нациядаже человека надо задушить приговаривают,True
год сидит зеленский квновской раздевалке утирает пот со лба байковым полотенцем,True
наверное сейчас припомните былые времена пьяницы пропащие люди поголовно ходили пиджакахесли копошится свалке обязательно галстукераньше понимал униформа ведь сплошное неудобство фалда зацепиться урну помойным соком зальет кашемир спортивный костюм приятель хламиду какуюа потом пришло пониманиепиджак тонкая веревочка держит чувство собственного достоинства срывает ветер безысходности бытия одебилел тиктоков сахарочка предыдущее предложение воспринял переформулирую генералиссимус пассивноагрессивных войскчем ниже падает человек нравственно важнее сохранить какойнибудь атрибут прошлой жизнипьяница знает пижак скинут сгинет саурон карманах пиджака слышны отзвуки прошлого советское нии скрип ватмана голосок завотдела,True
пока русские возятся евразийстве вторые предпочитают гендерные вопросы расовую повесткуно суета под ногтейвчера проводил масштабный ресерч нашел ни кинофильма медийного проекта про петарды ведь петардах воспитывался русский человек сызмальствабывало возвращались домой порохом пропахши артиллеристы под верденом мать причитала,True
галактика неслась прочь энергии большого взрыва со скоростью километров секунду создавая перед время пространство звезда погонялу,True
отношениях зачастую какповстречались полгода потом съехалиськрем век потеснил полке пену бритьяволосы раковине словно обхватили квартиру трем проекциям лианы,True
рекламище великое лет двести назад европе пели кастраты знаете обходились яичками заострять внимание стану очередной кастрат ла скала брал минутную сопрано знатоки аплодировали кричали,True
приобрел значит земельку гденибудь под электросталью соток двадцать тридцатьхорошая земля дородная летом помидоры репка осенью проводы журавлей зимою баба твоя ледянках сверхзвуковой барьер пробивает весною пьешь березовый сок тихонечко плачешь счастьядобрая земля площадь твоего надела очерчена реестре межевания строка заучи панча вглубь твои владения доколе тянутсядопустим яму под сортир вырыть сможешь точно метра полтора свекра какашка длинная анаконда шесть метров глубину выкопать можно километровпонятно хорошая лопата нужна наточим проблема болгарка недалеко принестиа магмы пробурить дадут ебанет майским днем гейзер гранитной лавы стратосферы под электросталью городские паблики охуеютну допустим укрепишь профнастилом стенки колодца горячо терпимо пока лезешь внутрь колобасики теста стенки вешать типу тандырна обратном пути самсана слое голицына тугоплавкая хуйня начнется неприятная потерпи братишка дальше маслу приятно работатьглубже зверствуют черти покоится земляной зверь мамонтзаведует хозяйка медной горы выпиши бумажку госуслугах заверь райисполкоме мокрой печатью очереди стой скажи грозно,True
вообразите какой поднимется шухер сломается генный механизм роста организмов сейчас поясню пальцахкстати уж глянули пальцы оцените ноготочки гладко обрезаны зачищены найдете хоть кутикулу премия ногти хороши клавиатуре фортепиано карнегихолле рекламе роскошного образа жизни фистинговом центре имени дзержинского однако вернемся генамребенок едва продрав глаза осознав натворили составляет существо пятидесяти сантиметров роста течение следующего полугода расти сантиметра месяц потом рост замедлится отвечает кусок кода днкесли кусок сломается прирост останется прежним ждет ебейшая катавасияк годам ребенок достигнет метров высотына защиту диплома придется заползать карачках ибо аудитории рассчитаны семиметровых бакалавровк кризису среднего возраста сможет подстригать верхушки берез хрущевки садовыми ножницами купаться замочив голову фарватеру волги кроме рыбинского водохранилища ведь рост составит метров пенсию выйдет единственный роде метровый пенсионер вообразите какую булку московского хлеба придется печь какое цинковое корыто потребуется молока булку запитьтакому пенсионеру нужен особый стаметровый сталин шестикилометровые очереди старикан увидит где расстройство нравов попросту затопчет происшествие двухтонными галошамиесли шпана станет слушать посреди ночи репера,True
поводу прокладок девчата извольте беспокоитьсяв городе гусьхрустальный заложена первая линия производства менструальных чаш,True
хотелось дожить поры неба падать бомбы санкции элегантные подкастикитолкуем бедности зависит климата почему следует закопать сточную канаву немножко национальных мифах флинстоунизацииразбираем кучу просто лень писать сейчаскак получить отрывки книг читаюпатреон бусти русская карта подписался напиши телеграм дабы канал чат добавилкроме вконтакте можно посмотреть подкаст ютубе приятным видеорядом иорданского городка джарашютубкому удобно слушать можно тутяблочная музыкагугл подкастяндексмузыкаспотифайкассылки выпуска гайто газданов,True
рекламище великоераньше люди будто повыносливее микула селянинович шел принципиально пешком киевопечерской лавры гостомысле мужики репу дали брыластый богатырь кочерыжке колодезной воде витаминясь пути хвойными почками дошел твери разбил там змея стал княжить обратном пути микула селянинович попросил мужиков картошки изза забора крикнули картошки америку через лет откроют опять репа побратски полбы насыпали шапку спал микула селянинович голой земле почки тогда отмораживались волки уважали русского человека медведь чисто колыбельную напеть под голову микула селянинович клал булыжник высыпался отлично теперь стали нежными тревожными детишкамиесли отключить индикатор телевизора ночью кошмар наморгает поэтому умные люди давно поняли спать надо дичайшем комфорте температуре градусов самый верный помощник тут контора производит великолепные матрасы подушки диваны другие товары снабесплатная доставка городов рф удобные габариты х х рассрочка без банков тысяч без паспорта матрас подойдет выберешь сон голой земле камнем под головой течение дней приедет специально обученный человек пользованный матрас увезет благотворительность деньги вернутся картуспециально вафинских сонь промокод даёт ассортимент течение часов суммируется со скидками рассрочкамикороче микула селянинович бери нормальный матрас кайфовую подушку толковую одеялу засыпай месяца два проснешься улице лето девченки пляшут танго крыше под закат ассортимент смотреть надо тут,True
утра жгуче наяривало солнышко души поел чизкейку изобрел адское наказаньекороче мука называется,True
догасают последние сторис инстаграма словно костры племени согнали со стоянки лет инфоцыгане успешные женщины коучихи ноготочане психологини бродить пустыне интернета переходя площадки площадку неприкаянные попадающие формат осмеянные искушал диавол предлагал впн оскверниться сдалось племя инстаграмово опоганило бессмертную душу бродить пока оснуёт новое великое инстаграмное царство отстроит храм рилса всемогущего разнесется над священной землею молитва,True
господа кажется призывы,True
вася сумарокин вернулся домой поддавшиймужики дворе остановили угостили чаркою потом подкурили сигу налили вторую ну ну хулевася пробрался постелю нырнул под одеяло будто суслик нору ухватил жену бочок ледяными ладонями зашептал ухо горячую,True
таксистов теперь большой праздник люди рассказывают ни тачка экономкласса внутри сабантуй,True
